Country,Types of Land,UNIT_MEASURE,Unit of measure,Time,OBS_VALUE,UNIT_MULT,Unit multiplier,Actual area (ha)
Estonia,Irrigable area,HA,Hectares,2002,2211.0,0,Units,2211.0
Estonia,Irrigable area,HA,Hectares,2003,2146.0,0,Units,2146.0
Estonia,Irrigable area,HA,Hectares,2004,2146.0,0,Units,2146.0
Estonia,Irrigable area,HA,Hectares,2005,1363.0,0,Units,1363.0
Estonia,Irrigable area,HA,Hectares,2006,1363.0,0,Units,1363.0
Estonia,Irrigable area,HA,Hectares,2007,1363.0,0,Units,1363.0
Estonia,Irrigable area,HA,Hectares,2008,167.0,0,Units,167.0
Estonia,Irrigable area,HA,Hectares,2009,192.0,0,Units,192.0
Estonia,Irrigable area,HA,Hectares,2010,460.0,0,Units,460.0
Estonia,Irrigable area,HA,Hectares,2011,442.0,0,Units,442.0
Estonia,Irrigable area,HA,Hectares,2012,1568.0,0,Units,1568.0
Estonia,Irrigable area,HA,Hectares,2013,2542.0,0,Units,2542.0
Estonia,Irrigable area,HA,Hectares,2014,3706.0,0,Units,3706.0
Estonia,Irrigable area,HA,Hectares,2015,3706.0,0,Units,3706.0
Estonia,Irrigable area,HA,Hectares,2016,3706.0,0,Units,3706.0
Estonia,Irrigable area,HA,Hectares,2017,3706.0,0,Units,3706.0
Estonia,Irrigable area,HA,Hectares,2018,3706.0,0,Units,3706.0
Estonia,Irrigable area,HA,Hectares,2019,3706.0,0,Units,3706.0
Estonia,Irrigable area,HA,Hectares,2020,3706.0,0,Units,3706.0
Finland,Irrigable area,HA,Hectares,1995,87890.0,0,Units,87890.0
Finland,Irrigable area,HA,Hectares,1997,85000.0,0,Units,85000.0
Finland,Irrigable area,HA,Hectares,2000,88140.0,0,Units,88140.0
Finland,Irrigable area,HA,Hectares,2003,103800.0,0,Units,103800.0
Finland,Irrigable area,HA,Hectares,2005,70500.0,0,Units,70500.0
Finland,Irrigable area,HA,Hectares,2007,76750.0,0,Units,76750.0
Finland,Irrigable area,HA,Hectares,2010,68581.0,0,Units,68581.0
Finland,Irrigable area,HA,Hectares,2013,101870.0,0,Units,101870.0
Finland,Irrigable area,HA,Hectares,2014,55000.0,0,Units,55000.0
Finland,Irrigable area,HA,Hectares,2015,55000.0,0,Units,55000.0
Finland,Irrigable area,HA,Hectares,2016,55000.0,0,Units,55000.0
Finland,Irrigable area,HA,Hectares,2017,55000.0,0,Units,55000.0
Finland,Irrigable area,HA,Hectares,2018,55000.0,0,Units,55000.0
Finland,Irrigable area,HA,Hectares,2020,71200.0,0,Units,71200.0
France,Irrigable area,HA,Hectares,1990,2099700.0,0,Units,2099700.0
France,Irrigable area,HA,Hectares,1993,2415240.0,0,Units,2415240.0
France,Irrigable area,HA,Hectares,1995,2510410.0,0,Units,2510410.0
France,Irrigable area,HA,Hectares,1997,2698650.0,0,Units,2698650.0
France,Irrigable area,HA,Hectares,2000,2633680.0,0,Units,2633680.0
France,Irrigable area,HA,Hectares,2003,2695660.0,0,Units,2695660.0
France,Irrigable area,HA,Hectares,2005,2706480.0,0,Units,2706480.0
France,Irrigable area,HA,Hectares,2007,2670340.0,0,Units,2670340.0
France,Irrigable area,HA,Hectares,2010,2341200.0,0,Units,2341200.0
France,Irrigable area,HA,Hectares,2013,2811440.0,0,Units,2811440.0
France,Irrigable area,HA,Hectares,2016,2690689.0,0,Units,2690689.0
Germany,Irrigable area,HA,Hectares,1990,482000.0,0,Units,482000.0
Germany,Irrigable area,HA,Hectares,1991,482000.0,0,Units,482000.0
Germany,Irrigable area,HA,Hectares,1992,482000.0,0,Units,482000.0
Germany,Irrigable area,HA,Hectares,1993,485000.0,0,Units,485000.0
Germany,Irrigable area,HA,Hectares,1994,485000.0,0,Units,485000.0
Germany,Irrigable area,HA,Hectares,1995,485000.0,0,Units,485000.0
Germany,Irrigable area,HA,Hectares,1996,485000.0,0,Units,485000.0
Germany,Irrigable area,HA,Hectares,1997,485000.0,0,Units,485000.0
Germany,Irrigable area,HA,Hectares,1998,485000.0,0,Units,485000.0
Germany,Irrigable area,HA,Hectares,1999,485000.0,0,Units,485000.0
Germany,Irrigable area,HA,Hectares,2000,485000.0,0,Units,485000.0
Germany,Irrigable area,HA,Hectares,2001,492000.0,0,Units,492000.0
Germany,Irrigable area,HA,Hectares,2002,495000.0,0,Units,495000.0
Germany,Irrigable area,HA,Hectares,2003,500000.0,0,Units,500000.0
Germany,Irrigable area,HA,Hectares,2004,500000.0,0,Units,500000.0
Germany,Irrigable area,HA,Hectares,2005,510000.0,0,Units,510000.0
Germany,Irrigable area,HA,Hectares,2006,515700.0,0,Units,515700.0
Germany,Irrigable area,HA,Hectares,2007,560000.0,0,Units,560000.0
Germany,Irrigable area,HA,Hectares,2008,600000.0,0,Units,600000.0
Germany,Irrigable area,HA,Hectares,2010,639030.0,0,Units,639030.0
Germany,Irrigable area,HA,Hectares,2013,691260.0,0,Units,691260.0
Germany,Irrigable area,HA,Hectares,2016,676408.0,0,Units,676408.0
Germany,Irrigable area,HA,Hectares,2020,768317.0,0,Units,768317.0
Greece,Irrigable area,HA,Hectares,1990,1130570.0,0,Units,1130570.0
Greece,Irrigable area,HA,Hectares,1993,1233380.0,0,Units,1233380.0
Greece,Irrigable area,HA,Hectares,1995,1235300.0,0,Units,1235300.0
Greece,Irrigable area,HA,Hectares,1997,1276740.0,0,Units,1276740.0
Greece,Irrigable area,HA,Hectares,2000,1321300.0,0,Units,1321300.0
Greece,Irrigable area,HA,Hectares,2003,1521600.0,0,Units,1521600.0
Greece,Irrigable area,HA,Hectares,2005,1593780.0,0,Units,1593780.0
Greece,Irrigable area,HA,Hectares,2007,1555310.0,0,Units,1555310.0
Greece,Irrigable area,HA,Hectares,2009,1310600.0,0,Units,1310600.0
Greece,Irrigable area,HA,Hectares,2010,1297260.0,0,Units,1297260.0
Greece,Irrigable area,HA,Hectares,2013,1516930.0,0,Units,1516930.0
Greece,Irrigable area,HA,Hectares,2016,1352290.0,0,Units,1352290.0
Greece,Irrigable area,HA,Hectares,2020,1198303.0,0,Units,1198303.0
Hungary,Irrigable area,HA,Hectares,2000,235500.0,0,Units,235500.0
Hungary,Irrigable area,HA,Hectares,2001,231200.0,0,Units,231200.0
Hungary,Irrigable area,HA,Hectares,2002,225100.0,0,Units,225100.0
Hungary,Irrigable area,HA,Hectares,2003,225800.0,0,Units,225800.0
Hungary,Irrigable area,HA,Hectares,2004,226000.0,0,Units,226000.0
Hungary,Irrigable area,HA,Hectares,2005,223100.0,0,Units,223100.0
Hungary,Irrigable area,HA,Hectares,2006,199700.0,0,Units,199700.0
Hungary,Irrigable area,HA,Hectares,2007,188800.0,0,Units,188800.0
Hungary,Irrigable area,HA,Hectares,2008,208100.0,0,Units,208100.0
Hungary,Irrigable area,HA,Hectares,2009,202100.0,0,Units,202100.0
Hungary,Irrigable area,HA,Hectares,2010,235750.86,0,Units,235750.86
Hungary,Irrigable area,HA,Hectares,2013,258961.0,0,Units,258961.0
Hungary,Irrigable area,HA,Hectares,2016,230036.0,0,Units,230036.0
Hungary,Irrigable area,HA,Hectares,2020,150104.0,0,Units,150104.0
Iceland,Irrigable area,HA,Hectares,1990,1.0,0,Units,1.0
Iceland,Irrigable area,HA,Hectares,1991,1.0,0,Units,1.0
Iceland,Irrigable area,HA,Hectares,1992,1.0,0,Units,1.0
Iceland,Irrigable area,HA,Hectares,1993,1.0,0,Units,1.0
Iceland,Irrigable area,HA,Hectares,1994,1.0,0,Units,1.0
Iceland,Irrigable area,HA,Hectares,1995,1.0,0,Units,1.0
Iceland,Irrigable area,HA,Hectares,1996,1.0,0,Units,1.0
Iceland,Irrigable area,HA,Hectares,1997,1.0,0,Units,1.0
Iceland,Irrigable area,HA,Hectares,1998,1.0,0,Units,1.0
Iceland,Irrigable area,HA,Hectares,1999,1.0,0,Units,1.0
Iceland,Irrigable area,HA,Hectares,2000,1.0,0,Units,1.0
Iceland,Irrigable area,HA,Hectares,2001,1.0,0,Units,1.0
Iceland,Irrigable area,HA,Hectares,2002,1.0,0,Units,1.0
Iceland,Irrigable area,HA,Hectares,2003,1.0,0,Units,1.0
Iceland,Irrigable area,HA,Hectares,2004,1.0,0,Units,1.0
Iceland,Irrigable area,HA,Hectares,2005,1.0,0,Units,1.0
Iceland,Irrigable area,HA,Hectares,2006,1.0,0,Units,1.0
Iceland,Irrigable area,HA,Hectares,2007,1.0,0,Units,1.0
Iceland,Irrigable area,HA,Hectares,2008,1.0,0,Units,1.0
Iceland,Irrigable area,HA,Hectares,2009,1.0,0,Units,1.0
Iceland,Irrigable area,HA,Hectares,2010,1.0,0,Units,1.0
Iceland,Irrigable area,HA,Hectares,2011,1.0,0,Units,1.0
Iceland,Irrigable area,HA,Hectares,2012,1.0,0,Units,1.0
Iceland,Irrigable area,HA,Hectares,2013,1.0,0,Units,1.0
Iceland,Irrigable area,HA,Hectares,2014,1.0,0,Units,1.0
Israel,Irrigable area,HA,Hectares,1997,194000.0,0,Units,194000.0
Israel,Irrigable area,HA,Hectares,2004,225000.0,0,Units,225000.0
Italy,Irrigable area,HA,Hectares,1990,3857710.0,0,Units,3857710.0
Italy,Irrigable area,HA,Hectares,1993,3648480.0,0,Units,3648480.0
Italy,Irrigable area,HA,Hectares,1997,3639100.0,0,Units,3639100.0
Italy,Irrigable area,HA,Hectares,2000,3855920.0,0,Units,3855920.0
Italy,Irrigable area,HA,Hectares,2003,3977210.0,0,Units,3977210.0
Italy,Irrigable area,HA,Hectares,2005,3972670.0,0,Units,3972670.0
Italy,Irrigable area,HA,Hectares,2007,3950500.0,0,Units,3950500.0
Italy,Irrigable area,HA,Hectares,2010,3734850.0,0,Units,3734850.0
Italy,Irrigable area,HA,Hectares,2013,4074750.0,0,Units,4074750.0
Italy,Irrigable area,HA,Hectares,2016,4123806.0,0,Units,4123806.0
Italy,Irrigable area,HA,Hectares,2020,3826467.0,0,Units,3826467.0
Japan,Irrigable area,HA,Hectares,1990,3043000.0,0,Units,3043000.0
Japan,Irrigable area,HA,Hectares,1993,3128000.0,0,Units,3128000.0
Japan,Irrigable area,HA,Hectares,2006,2800000.0,0,Units,2800000.0
Japan,Irrigable area,HA,Hectares,2010,2500000.0,0,Units,2500000.0
Korea,Irrigable area,HA,Hectares,1990,1345280.0,0,Units,1345280.0
Korea,Irrigable area,HA,Hectares,1991,1335204.0,0,Units,1335204.0
Korea,Irrigable area,HA,Hectares,1992,1314727.0,0,Units,1314727.0
Korea,Irrigable area,HA,Hectares,1993,1298323.0,0,Units,1298323.0
Korea,Irrigable area,HA,Hectares,1994,1267112.0,0,Units,1267112.0
Korea,Irrigable area,HA,Hectares,1995,1205867.0,0,Units,1205867.0
Korea,Irrigable area,HA,Hectares,1996,1176148.0,0,Units,1176148.0
Korea,Irrigable area,HA,Hectares,1997,1162852.0,0,Units,1162852.0
Korea,Irrigable area,HA,Hectares,1998,1157306.0,0,Units,1157306.0
Korea,Irrigable area,HA,Hectares,1999,1152579.0,0,Units,1152579.0
Korea,Irrigable area,HA,Hectares,2000,1149041.0,0,Units,1149041.0
Korea,Irrigable area,HA,Hectares,2001,1146082.0,0,Units,1146082.0
Korea,Irrigable area,HA,Hectares,2002,1138408.0,0,Units,1138408.0
Korea,Irrigable area,HA,Hectares,2003,1126723.0,0,Units,1126723.0
Korea,Irrigable area,HA,Hectares,2004,1114950.0,0,Units,1114950.0
Korea,Irrigable area,HA,Hectares,2005,1104811.0,0,Units,1104811.0
Korea,Irrigable area,HA,Hectares,2006,1084024.0,0,Units,1084024.0
Korea,Irrigable area,HA,Hectares,2007,1069932.0,0,Units,1069932.0
Korea,Irrigable area,HA,Hectares,2008,1045991.0,0,Units,1045991.0
Korea,Irrigable area,HA,Hectares,2009,1010287.0,0,Units,1010287.0
Korea,Irrigable area,HA,Hectares,2010,984140.0,0,Units,984140.0
Korea,Irrigable area,HA,Hectares,2011,959914.0,0,Units,959914.0
Korea,Irrigable area,HA,Hectares,2012,966076.0,0,Units,966076.0
Korea,Irrigable area,HA,Hectares,2013,963876.0,0,Units,963876.0
Korea,Irrigable area,HA,Hectares,2014,933615.0,0,Units,933615.0
Korea,Irrigable area,HA,Hectares,2015,908191.0,0,Units,908191.0
Korea,Irrigable area,HA,Hectares,2016,895739.0,0,Units,895739.0
Korea,Irrigable area,HA,Hectares,2017,864865.0,0,Units,864865.0
Korea,Irrigable area,HA,Hectares,2018,844265.0,0,Units,844265.0
Korea,Irrigable area,HA,Hectares,2019,829778.0,0,Units,829778.0
Korea,Irrigable area,HA,Hectares,2020,823895.0,0,Units,823895.0
Korea,Irrigable area,HA,Hectares,2021,780440.0,0,Units,780440.0
Latvia,Irrigable area,HA,Hectares,2000,560.0,0,Units,560.0
Latvia,Irrigable area,HA,Hectares,2003,1151.0,0,Units,1151.0
Latvia,Irrigable area,HA,Hectares,2005,788.0,0,Units,788.0
Latvia,Irrigable area,HA,Hectares,2007,829.0,0,Units,829.0
Latvia,Irrigable area,HA,Hectares,2010,1137.0,0,Units,1137.0
Latvia,Irrigable area,HA,Hectares,2013,626.0,0,Units,626.0
Latvia,Irrigable area,HA,Hectares,2016,672.0,0,Units,672.0
Latvia,Irrigable area,HA,Hectares,2020,1239.0,0,Units,1239.0
Lithuania,Irrigable area,HA,Hectares,2003,740.0,0,Units,740.0
Lithuania,Irrigable area,HA,Hectares,2005,4420.0,0,Units,4420.0
Lithuania,Irrigable area,HA,Hectares,2007,1340.0,0,Units,1340.0
Lithuania,Irrigable area,HA,Hectares,2010,2520.0,0,Units,2520.0
Lithuania,Irrigable area,HA,Hectares,2013,4080.0,0,Units,4080.0
Lithuania,Irrigable area,HA,Hectares,2016,4493.0,0,Units,4493.0
Lithuania,Irrigable area,HA,Hectares,2020,6182.0,0,Units,6182.0
Mexico,Irrigable area,HA,Hectares,1999,6300000.0,0,Units,6300000.0
Mexico,Irrigable area,HA,Hectares,2000,6300000.0,0,Units,6300000.0
Mexico,Irrigable area,HA,Hectares,2001,6300000.0,0,Units,6300000.0
Mexico,Irrigable area,HA,Hectares,2002,6300000.0,0,Units,6300000.0
Mexico,Irrigable area,HA,Hectares,2004,6300000.0,0,Units,6300000.0
Mexico,Irrigable area,HA,Hectares,2005,6400000.0,0,Units,6400000.0
Mexico,Irrigable area,HA,Hectares,2006,6460000.0,0,Units,6460000.0
Mexico,Irrigable area,HA,Hectares,2007,6460000.0,0,Units,6460000.0
Mexico,Irrigable area,HA,Hectares,2008,6500000.0,0,Units,6500000.0
Mexico,Irrigable area,HA,Hectares,2009,6500000.0,0,Units,6500000.0
Mexico,Irrigable area,HA,Hectares,2012,6400000.0,0,Units,6400000.0
Mexico,Irrigable area,HA,Hectares,2014,6500000.0,0,Units,6500000.0
Mexico,Irrigable area,HA,Hectares,2016,6500000.0,0,Units,6500000.0
Mexico,Irrigable area,HA,Hectares,2018,6500000.0,0,Units,6500000.0
Mexico,Irrigable area,HA,Hectares,2019,6500000.0,0,Units,6500000.0
Mexico,Irrigable area,HA,Hectares,2020,6500000.0,0,Units,6500000.0
Netherlands,Irrigable area,HA,Hectares,2003,357560.0,0,Units,357560.0
Netherlands,Irrigable area,HA,Hectares,2005,401960.0,0,Units,401960.0
Netherlands,Irrigable area,HA,Hectares,2007,468360.0,0,Units,468360.0
Netherlands,Irrigable area,HA,Hectares,2010,486010.0,0,Units,486010.0
Netherlands,Irrigable area,HA,Hectares,2013,499430.0,0,Units,499430.0
Netherlands,Irrigable area,HA,Hectares,2016,522580.0,0,Units,522580.0
Netherlands,Irrigable area,HA,Hectares,2020,592245.0,0,Units,592245.0
New Zealand,Irrigable area,HA,Hectares,1990,280000.0,0,Units,280000.0
New Zealand,Irrigable area,HA,Hectares,1995,285000.0,0,Units,285000.0
New Zealand,Irrigable area,HA,Hectares,2002,467600.0,0,Units,467600.0
New Zealand,Irrigable area,HA,Hectares,2003,489750.0,0,Units,489750.0
New Zealand,Irrigable area,HA,Hectares,2004,533224.0,0,Units,533224.0
New Zealand,Irrigable area,HA,Hectares,2007,619293.0,0,Units,619293.0
New Zealand,Irrigable area,HA,Hectares,2012,721740.0,0,Units,721740.0
Norway,Irrigable area,HA,Hectares,1995,127199.7,0,Units,127199.7
Norway,Irrigable area,HA,Hectares,1999,134396.0,0,Units,134396.0
Norway,Irrigable area,HA,Hectares,2003,123518.0,0,Units,123518.0
Norway,Irrigable area,HA,Hectares,2005,118024.0,0,Units,118024.0
Norway,Irrigable area,HA,Hectares,2007,114855.0,0,Units,114855.0
Norway,Irrigable area,HA,Hectares,2010,93252.0,0,Units,93252.0
Norway,Irrigable area,HA,Hectares,2013,89884.0,0,Units,89884.0
Norway,Irrigable area,HA,Hectares,2016,81666.0,0,Units,81666.0
Norway,Irrigable area,HA,Hectares,2020,85135.0,0,Units,85135.0
Poland,Irrigable area,HA,Hectares,2003,98420.0,0,Units,98420.0
Poland,Irrigable area,HA,Hectares,2005,124200.0,0,Units,124200.0
Poland,Irrigable area,HA,Hectares,2007,115710.0,0,Units,115710.0
Poland,Irrigable area,HA,Hectares,2010,85200.0,0,Units,85200.0
Poland,Irrigable area,HA,Hectares,2013,75810.0,0,Units,75810.0
Poland,Irrigable area,HA,Hectares,2016,271000.0,0,Units,271000.0
Poland,Irrigable area,HA,Hectares,2020,600906.0,0,Units,600906.0
Portugal,Irrigable area,HA,Hectares,1990,877690.0,0,Units,877690.0
Portugal,Irrigable area,HA,Hectares,1993,834320.0,0,Units,834320.0
Portugal,Irrigable area,HA,Hectares,1995,796540.0,0,Units,796540.0
Portugal,Irrigable area,HA,Hectares,1997,798270.0,0,Units,798270.0
Portugal,Irrigable area,HA,Hectares,2000,791990.0,0,Units,791990.0
Portugal,Irrigable area,HA,Hectares,2003,674800.0,0,Units,674800.0
Portugal,Irrigable area,HA,Hectares,2005,616970.0,0,Units,616970.0
Portugal,Irrigable area,HA,Hectares,2007,583740.0,0,Units,583740.0
Portugal,Irrigable area,HA,Hectares,2010,540880.0,0,Units,540880.0
Portugal,Irrigable area,HA,Hectares,2013,551760.0,0,Units,551760.0
Portugal,Irrigable area,HA,Hectares,2016,540593.0,0,Units,540593.0
Portugal,Irrigable area,HA,Hectares,2020,630905.0,0,Units,630905.0
Slovak Republic,Irrigable area,HA,Hectares,1990,295542.0,0,Units,295542.0
Slovak Republic,Irrigable area,HA,Hectares,1991,288393.0,0,Units,288393.0
Slovak Republic,Irrigable area,HA,Hectares,1992,278997.0,0,Units,278997.0
Slovak Republic,Irrigable area,HA,Hectares,1993,240826.0,0,Units,240826.0
Slovak Republic,Irrigable area,HA,Hectares,1994,235037.0,0,Units,235037.0
Slovak Republic,Irrigable area,HA,Hectares,1995,216535.0,0,Units,216535.0
Slovak Republic,Irrigable area,HA,Hectares,1996,193984.0,0,Units,193984.0
Slovak Republic,Irrigable area,HA,Hectares,1997,170735.0,0,Units,170735.0
Slovak Republic,Irrigable area,HA,Hectares,1998,181802.0,0,Units,181802.0
Slovak Republic,Irrigable area,HA,Hectares,1999,177997.0,0,Units,177997.0
Slovak Republic,Irrigable area,HA,Hectares,2000,182943.0,0,Units,182943.0
Slovak Republic,Irrigable area,HA,Hectares,2001,196664.0,0,Units,196664.0
Slovak Republic,Irrigable area,HA,Hectares,2002,182820.0,0,Units,182820.0
Slovak Republic,Irrigable area,HA,Hectares,2003,196805.0,0,Units,196805.0
Slovak Republic,Irrigable area,HA,Hectares,2004,192316.0,0,Units,192316.0
Slovak Republic,Irrigable area,HA,Hectares,2005,188748.0,0,Units,188748.0
Slovak Republic,Irrigable area,HA,Hectares,2006,171660.0,0,Units,171660.0
Slovak Republic,Irrigable area,HA,Hectares,2007,171514.0,0,Units,171514.0
Slovak Republic,Irrigable area,HA,Hectares,2008,165520.0,0,Units,165520.0
Slovak Republic,Irrigable area,HA,Hectares,2009,134761.0,0,Units,134761.0
Slovak Republic,Irrigable area,HA,Hectares,2010,125390.0,0,Units,125390.0
Slovak Republic,Irrigable area,HA,Hectares,2011,101393.0,0,Units,101393.0
Slovak Republic,Irrigable area,HA,Hectares,2012,86909.0,0,Units,86909.0
Slovak Republic,Irrigable area,HA,Hectares,2013,77383.0,0,Units,77383.0
Slovak Republic,Irrigable area,HA,Hectares,2014,65468.0,0,Units,65468.0
Slovak Republic,Irrigable area,HA,Hectares,2015,62210.0,0,Units,62210.0
Slovak Republic,Irrigable area,HA,Hectares,2016,64422.0,0,Units,64422.0
Slovak Republic,Irrigable area,HA,Hectares,2017,62814.0,0,Units,62814.0
Slovak Republic,Irrigable area,HA,Hectares,2018,65459.0,0,Units,65459.0
Slovak Republic,Irrigable area,HA,Hectares,2019,65453.0,0,Units,65453.0
Slovak Republic,Irrigable area,HA,Hectares,2020,57334.0,0,Units,57334.0
Slovak Republic,Irrigable area,HA,Hectares,2021,62425.0,0,Units,62425.0
Slovenia,Irrigable area,HA,Hectares,2002,6611.0,0,Units,6611.0
Slovenia,Irrigable area,HA,Hectares,2003,6339.0,0,Units,6339.0
Slovenia,Irrigable area,HA,Hectares,2004,5303.0,0,Units,5303.0
Slovenia,Irrigable area,HA,Hectares,2005,4727.0,0,Units,4727.0
Slovenia,Irrigable area,HA,Hectares,2006,5395.0,0,Units,5395.0
Slovenia,Irrigable area,HA,Hectares,2007,7876.0,0,Units,7876.0
Slovenia,Irrigable area,HA,Hectares,2008,7732.0,0,Units,7732.0
Slovenia,Irrigable area,HA,Hectares,2009,7439.0,0,Units,7439.0
Slovenia,Irrigable area,HA,Hectares,2010,7271.0,0,Units,7271.0
Slovenia,Irrigable area,HA,Hectares,2011,8299.0,0,Units,8299.0
Slovenia,Irrigable area,HA,Hectares,2012,5500.0,0,Units,5500.0
Slovenia,Irrigable area,HA,Hectares,2013,4772.0,0,Units,4772.0
Slovenia,Irrigable area,HA,Hectares,2014,5222.0,0,Units,5222.0
Slovenia,Irrigable area,HA,Hectares,2015,6084.0,0,Units,6084.0
Slovenia,Irrigable area,HA,Hectares,2016,5810.0,0,Units,5810.0
Slovenia,Irrigable area,HA,Hectares,2017,5997.0,0,Units,5997.0
Slovenia,Irrigable area,HA,Hectares,2018,6497.0,0,Units,6497.0
Slovenia,Irrigable area,HA,Hectares,2019,6673.0,0,Units,6673.0
Slovenia,Irrigable area,HA,Hectares,2020,6678.0,0,Units,6678.0
Slovenia,Irrigable area,HA,Hectares,2021,6576.0,0,Units,6576.0
Spain,Irrigable area,HA,Hectares,1990,2540310.0,0,Units,2540310.0
Spain,Irrigable area,HA,Hectares,1993,2768450.0,0,Units,2768450.0
Spain,Irrigable area,HA,Hectares,1995,2891050.0,0,Units,2891050.0
Spain,Irrigable area,HA,Hectares,1997,3268310.0,0,Units,3268310.0
Spain,Irrigable area,HA,Hectares,2000,3478050.0,0,Units,3478050.0
Spain,Irrigable area,HA,Hectares,2003,3828110.0,0,Units,3828110.0
Spain,Irrigable area,HA,Hectares,2005,3765130.0,0,Units,3765130.0
Spain,Irrigable area,HA,Hectares,2007,3671340.0,0,Units,3671340.0
Spain,Irrigable area,HA,Hectares,2010,3587770.0,0,Units,3587770.0
Spain,Irrigable area,HA,Hectares,2013,3653367.0,0,Units,3653367.0
Spain,Irrigable area,HA,Hectares,2016,3681181.0,0,Units,3681181.0
Sweden,Irrigable area,HA,Hectares,1995,122700.0,0,Units,122700.0
Sweden,Irrigable area,HA,Hectares,1997,124340.0,0,Units,124340.0
Sweden,Irrigable area,HA,Hectares,2000,136730.0,0,Units,136730.0
Sweden,Irrigable area,HA,Hectares,2003,188460.0,0,Units,188460.0
Sweden,Irrigable area,HA,Hectares,2005,167000.0,0,Units,167000.0
Sweden,Irrigable area,HA,Hectares,2007,159690.0,0,Units,159690.0
Sweden,Irrigable area,HA,Hectares,2010,164230.0,0,Units,164230.0
Sweden,Irrigable area,HA,Hectares,2013,155520.0,0,Units,155520.0
Sweden,Irrigable area,HA,Hectares,2016,156661.0,0,Units,156661.0
Sweden,Irrigable area,HA,Hectares,2020,161488.0,0,Units,161488.0
Türkiye,Irrigable area,HA,Hectares,1990,3386787.0,0,Units,3386787.0
Türkiye,Irrigable area,HA,Hectares,1991,3484745.0,0,Units,3484745.0
Türkiye,Irrigable area,HA,Hectares,1992,3529497.0,0,Units,3529497.0
Türkiye,Irrigable area,HA,Hectares,1993,3611368.0,0,Units,3611368.0
Türkiye,Irrigable area,HA,Hectares,1994,3641274.0,0,Units,3641274.0
Türkiye,Irrigable area,HA,Hectares,1995,3728389.0,0,Units,3728389.0
Türkiye,Irrigable area,HA,Hectares,1996,3812229.0,0,Units,3812229.0
Türkiye,Irrigable area,HA,Hectares,1997,3909035.0,0,Units,3909035.0
Türkiye,Irrigable area,HA,Hectares,1998,4027454.0,0,Units,4027454.0
Türkiye,Irrigable area,HA,Hectares,1999,4080797.0,0,Units,4080797.0
Türkiye,Irrigable area,HA,Hectares,2000,4137841.0,0,Units,4137841.0
Türkiye,Irrigable area,HA,Hectares,2001,4210908.0,0,Units,4210908.0
Türkiye,Irrigable area,HA,Hectares,2002,4206435.0,0,Units,4206435.0
Türkiye,Irrigable area,HA,Hectares,2003,4231131.0,0,Units,4231131.0
Türkiye,Irrigable area,HA,Hectares,2004,4283686.0,0,Units,4283686.0
Türkiye,Irrigable area,HA,Hectares,2005,4496336.0,0,Units,4496336.0
Türkiye,Irrigable area,HA,Hectares,2006,4565033.0,0,Units,4565033.0
Türkiye,Irrigable area,HA,Hectares,2007,4611332.0,0,Units,4611332.0
Türkiye,Irrigable area,HA,Hectares,2008,4746744.0,0,Units,4746744.0
Türkiye,Irrigable area,HA,Hectares,2009,4798375.0,0,Units,4798375.0
Türkiye,Irrigable area,HA,Hectares,2010,4835780.0,0,Units,4835780.0
Türkiye,Irrigable area,HA,Hectares,2011,5576013.0,0,Units,5576013.0
Türkiye,Irrigable area,HA,Hectares,2012,5626336.0,0,Units,5626336.0
Türkiye,Irrigable area,HA,Hectares,2013,5675794.0,0,Units,5675794.0
Türkiye,Irrigable area,HA,Hectares,2014,5779933.0,0,Units,5779933.0
Türkiye,Irrigable area,HA,Hectares,2015,5887207.0,0,Units,5887207.0
Türkiye,Irrigable area,HA,Hectares,2016,5951232.0,0,Units,5951232.0
Türkiye,Irrigable area,HA,Hectares,2017,6075865.0,0,Units,6075865.0
Türkiye,Irrigable area,HA,Hectares,2018,6251609.0,0,Units,6251609.0
Türkiye,Irrigable area,HA,Hectares,2019,6348991.0,0,Units,6348991.0
Türkiye,Irrigable area,HA,Hectares,2020,6403268.0,0,Units,6403268.0
United Kingdom,Irrigable area,HA,Hectares,1990,157120.0,0,Units,157120.0
United Kingdom,Irrigable area,HA,Hectares,1993,120000.0,0,Units,120000.0
United Kingdom,Irrigable area,HA,Hectares,1995,124620.0,0,Units,124620.0
United Kingdom,Irrigable area,HA,Hectares,1997,267410.0,0,Units,267410.0
United Kingdom,Irrigable area,HA,Hectares,2000,960.0,0,Units,960.0
United Kingdom,Irrigable area,HA,Hectares,2003,228930.0,0,Units,228930.0
United Kingdom,Irrigable area,HA,Hectares,2005,208380.0,0,Units,208380.0
United Kingdom,Irrigable area,HA,Hectares,2007,138190.0,0,Units,138190.0
United Kingdom,Irrigable area,HA,Hectares,2013,115164.108,0,Units,115164.108
United Kingdom,Irrigable area,HA,Hectares,2016,207627.605,0,Units,207627.605
United States,Irrigable area,HA,Hectares,1992,25316630.068,0,Units,25316630.068
United States,Irrigable area,HA,Hectares,1997,25280491.608,0,Units,25280491.608
United States,Irrigable area,HA,Hectares,2002,25440018.83,0,Units,25440018.83
United States,Irrigable area,HA,Hectares,2007,24988915.345,0,Units,24988915.345
United States,Irrigable area,HA,Hectares,2012,25198138.007,0,Units,25198138.007
United States,Irrigable area,HA,Hectares,2017,26292328.014,0,Units,26292328.014
