Country,Types of Land,UNIT_MEASURE,Unit of measure,Time,OBS_VALUE,UNIT_MULT,Unit multiplier,Actual area (ha)
Canada,Permanent crops,HA,Hectares,1985,0.0,3,Thousands,0.0
Canada,Permanent crops,HA,Hectares,1986,0.0,3,Thousands,0.0
Canada,Permanent crops,HA,Hectares,1987,0.0,3,Thousands,0.0
Canada,Permanent crops,HA,Hectares,1988,0.0,3,Thousands,0.0
Canada,Permanent crops,HA,Hectares,1989,0.0,3,Thousands,0.0
Canada,Permanent crops,HA,Hectares,1990,0.0,3,Thousands,0.0
Canada,Permanent crops,HA,Hectares,1991,0.0,3,Thousands,0.0
Canada,Permanent crops,HA,Hectares,1992,0.0,3,Thousands,0.0
Canada,Permanent crops,HA,Hectares,1993,0.0,3,Thousands,0.0
Canada,Permanent crops,HA,Hectares,1994,0.0,3,Thousands,0.0
Canada,Permanent crops,HA,Hectares,1995,0.0,3,Thousands,0.0
Finland,Irrigation area,HA,Hectares,2003,0.0,0,Units,0.0
Finland,Irrigation area,HA,Hectares,2005,0.0,0,Units,0.0
Finland,Irrigation area,HA,Hectares,2007,0.0,0,Units,0.0
Iceland,Permanent crops,HA,Hectares,1985,0.0,3,Thousands,0.0
Iceland,Permanent crops,HA,Hectares,1986,0.0,3,Thousands,0.0
Iceland,Permanent crops,HA,Hectares,1987,0.0,3,Thousands,0.0
Iceland,Permanent crops,HA,Hectares,1988,0.0,3,Thousands,0.0
Iceland,Permanent crops,HA,Hectares,1989,0.0,3,Thousands,0.0
Iceland,Permanent crops,HA,Hectares,1990,0.0,3,Thousands,0.0
Iceland,Permanent crops,HA,Hectares,1991,0.0,3,Thousands,0.0
Iceland,Permanent crops,HA,Hectares,1992,0.0,3,Thousands,0.0
Iceland,Permanent crops,HA,Hectares,1993,0.0,3,Thousands,0.0
Iceland,Permanent crops,HA,Hectares,1994,0.0,3,Thousands,0.0
Iceland,Permanent crops,HA,Hectares,1995,0.0,3,Thousands,0.0
Iceland,Permanent crops,HA,Hectares,1996,0.0,3,Thousands,0.0
Iceland,Permanent crops,HA,Hectares,1997,0.0,3,Thousands,0.0
Iceland,Permanent crops,HA,Hectares,1998,0.0,3,Thousands,0.0
Iceland,Permanent crops,HA,Hectares,1999,0.0,3,Thousands,0.0
Iceland,Permanent crops,HA,Hectares,2000,0.0,3,Thousands,0.0
Iceland,Permanent crops,HA,Hectares,2001,0.0,3,Thousands,0.0
Iceland,Permanent crops,HA,Hectares,2002,0.0,3,Thousands,0.0
Iceland,Permanent crops,HA,Hectares,2003,0.0,3,Thousands,0.0
Iceland,Permanent crops,HA,Hectares,2004,0.0,3,Thousands,0.0
Iceland,Permanent crops,HA,Hectares,2005,0.0,3,Thousands,0.0
Iceland,Permanent crops,HA,Hectares,2006,0.0,3,Thousands,0.0
Iceland,Permanent crops,HA,Hectares,2007,0.0,3,Thousands,0.0
Iceland,Permanent crops,HA,Hectares,2008,0.0,3,Thousands,0.0
Iceland,Permanent crops,HA,Hectares,2009,0.0,3,Thousands,0.0
Iceland,Permanent crops,HA,Hectares,2010,0.0,3,Thousands,0.0
Iceland,Permanent crops,HA,Hectares,2011,0.0,3,Thousands,0.0
Iceland,Permanent crops,HA,Hectares,2012,0.0,3,Thousands,0.0
Iceland,Permanent crops,HA,Hectares,2013,0.0,3,Thousands,0.0
Iceland,Permanent crops,HA,Hectares,2014,0.0,3,Thousands,0.0
Iceland,Permanent crops,HA,Hectares,2015,0.0,3,Thousands,0.0
Iceland,Irrigable area,HA,Hectares,2015,0.0,0,Units,0.0
Iceland,Irrigation area,HA,Hectares,2015,0.0,0,Units,0.0
Iceland,Irrigation area,HA,Hectares,2016,0.0,0,Units,0.0
Iceland,Irrigable area,HA,Hectares,2016,0.0,0,Units,0.0
Iceland,Permanent crops,HA,Hectares,2016,0.0,3,Thousands,0.0
Iceland,Permanent crops,HA,Hectares,2017,0.0,3,Thousands,0.0
Iceland,Irrigable area,HA,Hectares,2017,0.0,0,Units,0.0
Iceland,Irrigation area,HA,Hectares,2017,0.0,0,Units,0.0
Iceland,Irrigation area,HA,Hectares,2018,0.0,0,Units,0.0
Iceland,Irrigable area,HA,Hectares,2018,0.0,0,Units,0.0
Iceland,Permanent crops,HA,Hectares,2018,0.0,3,Thousands,0.0
Iceland,Permanent crops,HA,Hectares,2019,0.0,3,Thousands,0.0
Iceland,Irrigable area,HA,Hectares,2019,0.0,0,Units,0.0
Iceland,Irrigation area,HA,Hectares,2019,0.0,0,Units,0.0
Iceland,Irrigation area,HA,Hectares,2020,0.0,0,Units,0.0
Iceland,Irrigable area,HA,Hectares,2020,0.0,0,Units,0.0
Iceland,Permanent crops,HA,Hectares,2020,0.0,3,Thousands,0.0
Iceland,Permanent crops,HA,Hectares,2021,0.0,3,Thousands,0.0
Iceland,Irrigable area,HA,Hectares,2021,0.0,0,Units,0.0
Iceland,Irrigation area,HA,Hectares,2021,0.0,0,Units,0.0
Ireland,Irrigable area,HA,Hectares,1990,0.0,0,Units,0.0
Ireland,Irrigation area,HA,Hectares,1990,0.0,0,Units,0.0
Ireland,Irrigation area,HA,Hectares,1993,0.0,0,Units,0.0
Ireland,Irrigable area,HA,Hectares,1993,0.0,0,Units,0.0
Ireland,Irrigation area,HA,Hectares,1995,0.0,0,Units,0.0
Ireland,Irrigable area,HA,Hectares,1995,0.0,0,Units,0.0
Ireland,Irrigation area,HA,Hectares,1997,0.0,0,Units,0.0
Ireland,Irrigable area,HA,Hectares,1997,0.0,0,Units,0.0
Ireland,Irrigable area,HA,Hectares,2000,0.0,0,Units,0.0
Ireland,Irrigation area,HA,Hectares,2000,0.0,0,Units,0.0
Ireland,Irrigation area,HA,Hectares,2003,0.0,0,Units,0.0
Ireland,Irrigable area,HA,Hectares,2003,0.0,0,Units,0.0
Ireland,Irrigation area,HA,Hectares,2005,0.0,0,Units,0.0
Ireland,Irrigable area,HA,Hectares,2005,0.0,0,Units,0.0
Ireland,Irrigation area,HA,Hectares,2007,0.0,0,Units,0.0
Ireland,Irrigable area,HA,Hectares,2007,0.0,0,Units,0.0
Ireland,Irrigable area,HA,Hectares,2010,0.0,0,Units,0.0
Ireland,Irrigation area,HA,Hectares,2010,0.0,0,Units,0.0
Ireland,Irrigation area,HA,Hectares,2013,0.0,0,Units,0.0
Ireland,Irrigable area,HA,Hectares,2013,0.0,0,Units,0.0
Ireland,Irrigable area,HA,Hectares,2014,0.0,0,Units,0.0
Ireland,Irrigation area,HA,Hectares,2014,0.0,0,Units,0.0
Ireland,Irrigation area,HA,Hectares,2015,0.0,0,Units,0.0
Ireland,Irrigable area,HA,Hectares,2015,0.0,0,Units,0.0
Ireland,Irrigable area,HA,Hectares,2016,0.0,0,Units,0.0
Ireland,Irrigation area,HA,Hectares,2016,0.0,0,Units,0.0
Israel,Irrigation area,HA,Hectares,2003,0.0,0,Units,0.0
Israel,Irrigation area,HA,Hectares,2005,0.0,0,Units,0.0
Israel,Irrigation area,HA,Hectares,2008,0.0,0,Units,0.0
Israel,Irrigation area,HA,Hectares,2011,0.0,0,Units,0.0
Israel,Irrigation area,HA,Hectares,2012,0.0,0,Units,0.0
Latvia,Irrigation area,HA,Hectares,2000,0.0,0,Units,0.0
Luxembourg,Irrigation area,HA,Hectares,1990,0.0,0,Units,0.0
Luxembourg,Irrigable area,HA,Hectares,1990,0.0,0,Units,0.0
Luxembourg,Irrigable area,HA,Hectares,1991,0.0,0,Units,0.0
Luxembourg,Irrigation area,HA,Hectares,1991,0.0,0,Units,0.0
Luxembourg,Irrigation area,HA,Hectares,1992,0.0,0,Units,0.0
Luxembourg,Irrigable area,HA,Hectares,1992,0.0,0,Units,0.0
Luxembourg,Irrigable area,HA,Hectares,1993,0.0,0,Units,0.0
Luxembourg,Irrigation area,HA,Hectares,1993,0.0,0,Units,0.0
Luxembourg,Irrigation area,HA,Hectares,1994,0.0,0,Units,0.0
Luxembourg,Irrigable area,HA,Hectares,1994,0.0,0,Units,0.0
Luxembourg,Irrigable area,HA,Hectares,1995,0.0,0,Units,0.0
Luxembourg,Irrigation area,HA,Hectares,1995,0.0,0,Units,0.0
Luxembourg,Irrigation area,HA,Hectares,1996,0.0,0,Units,0.0
Luxembourg,Irrigable area,HA,Hectares,1996,0.0,0,Units,0.0
Luxembourg,Irrigable area,HA,Hectares,1997,0.0,0,Units,0.0
Luxembourg,Irrigation area,HA,Hectares,1997,0.0,0,Units,0.0
Luxembourg,Irrigation area,HA,Hectares,1998,0.0,0,Units,0.0
Luxembourg,Irrigable area,HA,Hectares,1998,0.0,0,Units,0.0
Luxembourg,Irrigable area,HA,Hectares,1999,0.0,0,Units,0.0
Luxembourg,Irrigation area,HA,Hectares,1999,0.0,0,Units,0.0
Luxembourg,Irrigation area,HA,Hectares,2000,0.0,0,Units,0.0
Luxembourg,Irrigable area,HA,Hectares,2000,0.0,0,Units,0.0
Luxembourg,Irrigable area,HA,Hectares,2001,0.0,0,Units,0.0
Luxembourg,Irrigation area,HA,Hectares,2001,0.0,0,Units,0.0
Luxembourg,Irrigation area,HA,Hectares,2002,0.0,0,Units,0.0
Luxembourg,Irrigable area,HA,Hectares,2002,0.0,0,Units,0.0
Luxembourg,Irrigable area,HA,Hectares,2003,0.0,0,Units,0.0
Luxembourg,Irrigation area,HA,Hectares,2003,0.0,0,Units,0.0
Luxembourg,Irrigation area,HA,Hectares,2004,0.0,0,Units,0.0
Luxembourg,Irrigable area,HA,Hectares,2004,0.0,0,Units,0.0
Luxembourg,Irrigable area,HA,Hectares,2005,0.0,0,Units,0.0
Luxembourg,Irrigation area,HA,Hectares,2005,0.0,0,Units,0.0
Luxembourg,Irrigation area,HA,Hectares,2006,0.0,0,Units,0.0
Luxembourg,Irrigable area,HA,Hectares,2006,0.0,0,Units,0.0
Luxembourg,Irrigable area,HA,Hectares,2007,0.0,0,Units,0.0
Luxembourg,Irrigation area,HA,Hectares,2007,0.0,0,Units,0.0
Luxembourg,Irrigation area,HA,Hectares,2008,0.0,0,Units,0.0
Luxembourg,Irrigable area,HA,Hectares,2008,0.0,0,Units,0.0
Luxembourg,Irrigable area,HA,Hectares,2009,0.0,0,Units,0.0
Luxembourg,Irrigation area,HA,Hectares,2009,0.0,0,Units,0.0
Luxembourg,Irrigation area,HA,Hectares,2010,0.0,0,Units,0.0
Luxembourg,Irrigable area,HA,Hectares,2010,0.0,0,Units,0.0
Luxembourg,Irrigable area,HA,Hectares,2011,0.0,0,Units,0.0
Luxembourg,Irrigation area,HA,Hectares,2011,0.0,0,Units,0.0
Luxembourg,Irrigation area,HA,Hectares,2012,0.0,0,Units,0.0
Luxembourg,Irrigable area,HA,Hectares,2012,0.0,0,Units,0.0
Luxembourg,Irrigable area,HA,Hectares,2013,0.0,0,Units,0.0
Luxembourg,Irrigation area,HA,Hectares,2013,0.0,0,Units,0.0
Luxembourg,Irrigation area,HA,Hectares,2014,0.0,0,Units,0.0
Luxembourg,Irrigable area,HA,Hectares,2014,0.0,0,Units,0.0
Luxembourg,Irrigable area,HA,Hectares,2015,0.0,0,Units,0.0
Luxembourg,Irrigation area,HA,Hectares,2015,0.0,0,Units,0.0
Luxembourg,Irrigation area,HA,Hectares,2016,0.0,0,Units,0.0
Luxembourg,Irrigable area,HA,Hectares,2016,0.0,0,Units,0.0
Luxembourg,Irrigable area,HA,Hectares,2017,0.0,0,Units,0.0
Luxembourg,Irrigation area,HA,Hectares,2017,0.0,0,Units,0.0
Luxembourg,Irrigation area,HA,Hectares,2018,0.0,0,Units,0.0
Luxembourg,Irrigable area,HA,Hectares,2018,0.0,0,Units,0.0
Luxembourg,Irrigable area,HA,Hectares,2019,0.0,0,Units,0.0
Luxembourg,Irrigation area,HA,Hectares,2019,0.0,0,Units,0.0
Luxembourg,Irrigation area,HA,Hectares,2020,0.0,0,Units,0.0
Luxembourg,Irrigable area,HA,Hectares,2020,0.0,0,Units,0.0
Luxembourg,Irrigable area,HA,Hectares,2021,0.0,0,Units,0.0
Luxembourg,Irrigation area,HA,Hectares,2021,0.0,0,Units,0.0
United Kingdom,Arable land,HA,Hectares,1999,0.0,3,Thousands,0.0
Malta,Permanent pasture,HA,Hectares,2004,0.0,3,Thousands,0.0
Malta,Permanent pasture,HA,Hectares,2005,0.0,3,Thousands,0.0
Malta,Permanent pasture,HA,Hectares,2006,0.0,3,Thousands,0.0
Malta,Permanent pasture,HA,Hectares,2007,0.0,3,Thousands,0.0
Malta,Permanent pasture,HA,Hectares,2008,0.0,3,Thousands,0.0
Malta,Permanent pasture,HA,Hectares,2009,0.0,3,Thousands,0.0
Malta,Permanent pasture,HA,Hectares,2010,0.0,3,Thousands,0.0
Malta,Permanent pasture,HA,Hectares,2011,0.0,3,Thousands,0.0
Malta,Permanent pasture,HA,Hectares,2012,0.0,3,Thousands,0.0
Malta,Permanent pasture,HA,Hectares,2013,0.0,3,Thousands,0.0
Malta,Permanent pasture,HA,Hectares,2014,0.0,3,Thousands,0.0
Malta,Permanent pasture,HA,Hectares,2015,0.0,3,Thousands,0.0
Malta,Permanent pasture,HA,Hectares,2016,0.0,3,Thousands,0.0
Malta,Permanent pasture,HA,Hectares,2017,0.0,3,Thousands,0.0
Malta,Permanent pasture,HA,Hectares,2018,0.0,3,Thousands,0.0
Malta,Permanent pasture,HA,Hectares,2019,0.0,3,Thousands,0.0
Malta,Permanent pasture,HA,Hectares,2020,0.0,3,Thousands,0.0
Malta,Permanent pasture,HA,Hectares,2021,0.0,3,Thousands,0.0
Belgium,Transgenic crops,HA,Hectares,2003,0.0,0,Units,0.0
Belgium,Transgenic crops,HA,Hectares,2004,0.0,0,Units,0.0
Belgium,Transgenic crops,HA,Hectares,2005,0.0,0,Units,0.0
Belgium,Transgenic crops,HA,Hectares,2006,0.0,0,Units,0.0
Belgium,Transgenic crops,HA,Hectares,2007,0.0,0,Units,0.0
Belgium,Transgenic crops,HA,Hectares,2008,0.0,0,Units,0.0
Costa Rica,Transgenic crops,HA,Hectares,1990,0.0,0,Units,0.0
Costa Rica,Transgenic crops,HA,Hectares,1993,0.0,0,Units,0.0
Costa Rica,Transgenic crops,HA,Hectares,2009,0.0,0,Units,0.0
Czechia,Transgenic crops,HA,Hectares,2017,0.0,0,Units,0.0
Czechia,Transgenic crops,HA,Hectares,2018,0.0,0,Units,0.0
Czechia,Transgenic crops,HA,Hectares,2019,0.0,0,Units,0.0
Czechia,Transgenic crops,HA,Hectares,2020,0.0,0,Units,0.0
Czechia,Transgenic crops,HA,Hectares,2021,0.0,0,Units,0.0
Denmark,Transgenic crops,HA,Hectares,1990,0.0,0,Units,0.0
Denmark,Transgenic crops,HA,Hectares,1991,0.0,0,Units,0.0
Denmark,Transgenic crops,HA,Hectares,1992,0.0,0,Units,0.0
Denmark,Transgenic crops,HA,Hectares,1993,0.0,0,Units,0.0
Denmark,Transgenic crops,HA,Hectares,1994,0.0,0,Units,0.0
Denmark,Transgenic crops,HA,Hectares,1995,0.0,0,Units,0.0
Denmark,Transgenic crops,HA,Hectares,1996,0.0,0,Units,0.0
Denmark,Transgenic crops,HA,Hectares,1997,0.0,0,Units,0.0
Denmark,Transgenic crops,HA,Hectares,1998,0.0,0,Units,0.0
Denmark,Transgenic crops,HA,Hectares,1999,0.0,0,Units,0.0
Denmark,Transgenic crops,HA,Hectares,2000,0.0,0,Units,0.0
Denmark,Transgenic crops,HA,Hectares,2001,0.0,0,Units,0.0
Denmark,Transgenic crops,HA,Hectares,2002,0.0,0,Units,0.0
Denmark,Transgenic crops,HA,Hectares,2003,0.0,0,Units,0.0
Denmark,Transgenic crops,HA,Hectares,2004,0.0,0,Units,0.0
Denmark,Transgenic crops,HA,Hectares,2005,0.0,0,Units,0.0
Denmark,Transgenic crops,HA,Hectares,2006,0.0,0,Units,0.0
Denmark,Transgenic crops,HA,Hectares,2007,0.0,0,Units,0.0
Denmark,Transgenic crops,HA,Hectares,2008,0.0,0,Units,0.0
Denmark,Transgenic crops,HA,Hectares,2009,0.0,0,Units,0.0
Denmark,Transgenic crops,HA,Hectares,2010,0.0,0,Units,0.0
Denmark,Transgenic crops,HA,Hectares,2011,0.0,0,Units,0.0
Denmark,Transgenic crops,HA,Hectares,2012,0.0,0,Units,0.0
Denmark,Transgenic crops,HA,Hectares,2013,0.0,0,Units,0.0
Denmark,Transgenic crops,HA,Hectares,2014,0.0,0,Units,0.0
Denmark,Transgenic crops,HA,Hectares,2015,0.0,0,Units,0.0
Denmark,Transgenic crops,HA,Hectares,2016,0.0,0,Units,0.0
Denmark,Transgenic crops,HA,Hectares,2017,0.0,0,Units,0.0
Denmark,Transgenic crops,HA,Hectares,2018,0.0,0,Units,0.0
Denmark,Transgenic crops,HA,Hectares,2019,0.0,0,Units,0.0
Denmark,Transgenic crops,HA,Hectares,2020,0.0,0,Units,0.0
Denmark,Transgenic crops,HA,Hectares,2021,0.0,0,Units,0.0
Denmark,Transgenic crops,HA,Hectares,2022,0.0,0,Units,0.0
France,Transgenic crops,HA,Hectares,2014,0.0,0,Units,0.0
France,Transgenic crops,HA,Hectares,2015,0.0,0,Units,0.0
France,Transgenic crops,HA,Hectares,2016,0.0,0,Units,0.0
France,Transgenic crops,HA,Hectares,2017,0.0,0,Units,0.0
France,Transgenic crops,HA,Hectares,2018,0.0,0,Units,0.0
France,Transgenic crops,HA,Hectares,2019,0.0,0,Units,0.0
France,Transgenic crops,HA,Hectares,2020,0.0,0,Units,0.0
France,Transgenic crops,HA,Hectares,2021,0.0,0,Units,0.0
France,Transgenic crops,HA,Hectares,2022,0.0,0,Units,0.0
Germany,Transgenic crops,HA,Hectares,2009,0.0,0,Units,0.0
Germany,Transgenic crops,HA,Hectares,2012,0.0,0,Units,0.0
Germany,Transgenic crops,HA,Hectares,2013,0.0,0,Units,0.0
Germany,Transgenic crops,HA,Hectares,2014,0.0,0,Units,0.0
Germany,Transgenic crops,HA,Hectares,2015,0.0,0,Units,0.0
Germany,Transgenic crops,HA,Hectares,2016,0.0,0,Units,0.0
Germany,Transgenic crops,HA,Hectares,2017,0.0,0,Units,0.0
Germany,Transgenic crops,HA,Hectares,2018,0.0,0,Units,0.0
Germany,Transgenic crops,HA,Hectares,2019,0.0,0,Units,0.0
Germany,Transgenic crops,HA,Hectares,2020,0.0,0,Units,0.0
Germany,Transgenic crops,HA,Hectares,2021,0.0,0,Units,0.0
Germany,Transgenic crops,HA,Hectares,2022,0.0,0,Units,0.0
Iceland,Transgenic crops,HA,Hectares,2011,0.0,0,Units,0.0
Iceland,Transgenic crops,HA,Hectares,2012,0.0,0,Units,0.0
Iceland,Transgenic crops,HA,Hectares,2013,0.0,0,Units,0.0
Iceland,Transgenic crops,HA,Hectares,2014,0.0,0,Units,0.0
Iceland,Transgenic crops,HA,Hectares,2015,0.0,0,Units,0.0
Iceland,Transgenic crops,HA,Hectares,2016,0.0,0,Units,0.0
Iceland,Transgenic crops,HA,Hectares,2017,0.0,0,Units,0.0
Iceland,Transgenic crops,HA,Hectares,2018,0.0,0,Units,0.0
Iceland,Transgenic crops,HA,Hectares,2019,0.0,0,Units,0.0
Iceland,Transgenic crops,HA,Hectares,2020,0.0,0,Units,0.0
Ireland,Transgenic crops,HA,Hectares,1990,0.0,0,Units,0.0
Ireland,Transgenic crops,HA,Hectares,1991,0.0,0,Units,0.0
Ireland,Transgenic crops,HA,Hectares,1992,0.0,0,Units,0.0
Ireland,Transgenic crops,HA,Hectares,1993,0.0,0,Units,0.0
Ireland,Transgenic crops,HA,Hectares,1994,0.0,0,Units,0.0
Ireland,Transgenic crops,HA,Hectares,1995,0.0,0,Units,0.0
Ireland,Transgenic crops,HA,Hectares,1996,0.0,0,Units,0.0
Ireland,Transgenic crops,HA,Hectares,1997,0.0,0,Units,0.0
Ireland,Transgenic crops,HA,Hectares,1998,0.0,0,Units,0.0
Ireland,Transgenic crops,HA,Hectares,1999,0.0,0,Units,0.0
Ireland,Transgenic crops,HA,Hectares,2000,0.0,0,Units,0.0
Ireland,Transgenic crops,HA,Hectares,2001,0.0,0,Units,0.0
Ireland,Transgenic crops,HA,Hectares,2002,0.0,0,Units,0.0
Ireland,Transgenic crops,HA,Hectares,2003,0.0,0,Units,0.0
Ireland,Transgenic crops,HA,Hectares,2004,0.0,0,Units,0.0
Ireland,Transgenic crops,HA,Hectares,2005,0.0,0,Units,0.0
Ireland,Transgenic crops,HA,Hectares,2006,0.0,0,Units,0.0
Ireland,Transgenic crops,HA,Hectares,2007,0.0,0,Units,0.0
Ireland,Transgenic crops,HA,Hectares,2008,0.0,0,Units,0.0
Ireland,Transgenic crops,HA,Hectares,2009,0.0,0,Units,0.0
Ireland,Transgenic crops,HA,Hectares,2010,0.0,0,Units,0.0
Ireland,Transgenic crops,HA,Hectares,2011,0.0,0,Units,0.0
Ireland,Transgenic crops,HA,Hectares,2012,0.0,0,Units,0.0
Ireland,Transgenic crops,HA,Hectares,2013,0.0,0,Units,0.0
Ireland,Transgenic crops,HA,Hectares,2014,0.0,0,Units,0.0
Ireland,Transgenic crops,HA,Hectares,2015,0.0,0,Units,0.0
Ireland,Transgenic crops,HA,Hectares,2016,0.0,0,Units,0.0
Ireland,Transgenic crops,HA,Hectares,2017,0.0,0,Units,0.0
Ireland,Transgenic crops,HA,Hectares,2018,0.0,0,Units,0.0
Ireland,Transgenic crops,HA,Hectares,2019,0.0,0,Units,0.0
Ireland,Transgenic crops,HA,Hectares,2020,0.0,0,Units,0.0
Ireland,Transgenic crops,HA,Hectares,2021,0.0,0,Units,0.0
Israel,Transgenic crops,HA,Hectares,1990,0.0,0,Units,0.0
Israel,Transgenic crops,HA,Hectares,1991,0.0,0,Units,0.0
Israel,Transgenic crops,HA,Hectares,1992,0.0,0,Units,0.0
Israel,Transgenic crops,HA,Hectares,1993,0.0,0,Units,0.0
Israel,Transgenic crops,HA,Hectares,1994,0.0,0,Units,0.0
Israel,Transgenic crops,HA,Hectares,1995,0.0,0,Units,0.0
Israel,Transgenic crops,HA,Hectares,1996,0.0,0,Units,0.0
Israel,Transgenic crops,HA,Hectares,1997,0.0,0,Units,0.0
Israel,Transgenic crops,HA,Hectares,1998,0.0,0,Units,0.0
Israel,Transgenic crops,HA,Hectares,1999,0.0,0,Units,0.0
Israel,Transgenic crops,HA,Hectares,2000,0.0,0,Units,0.0
Israel,Transgenic crops,HA,Hectares,2001,0.0,0,Units,0.0
Israel,Transgenic crops,HA,Hectares,2002,0.0,0,Units,0.0
Israel,Transgenic crops,HA,Hectares,2003,0.0,0,Units,0.0
Israel,Transgenic crops,HA,Hectares,2004,0.0,0,Units,0.0
Israel,Transgenic crops,HA,Hectares,2005,0.0,0,Units,0.0
Israel,Transgenic crops,HA,Hectares,2006,0.0,0,Units,0.0
Israel,Transgenic crops,HA,Hectares,2007,0.0,0,Units,0.0
Israel,Transgenic crops,HA,Hectares,2008,0.0,0,Units,0.0
Israel,Transgenic crops,HA,Hectares,2009,0.0,0,Units,0.0
Israel,Transgenic crops,HA,Hectares,2010,0.0,0,Units,0.0
Israel,Transgenic crops,HA,Hectares,2011,0.0,0,Units,0.0
Israel,Transgenic crops,HA,Hectares,2012,0.0,0,Units,0.0
Israel,Transgenic crops,HA,Hectares,2013,0.0,0,Units,0.0
Israel,Transgenic crops,HA,Hectares,2014,0.0,0,Units,0.0
Israel,Transgenic crops,HA,Hectares,2015,0.0,0,Units,0.0
Israel,Transgenic crops,HA,Hectares,2016,0.0,0,Units,0.0
Israel,Transgenic crops,HA,Hectares,2017,0.0,0,Units,0.0
Israel,Transgenic crops,HA,Hectares,2018,0.0,0,Units,0.0
Israel,Transgenic crops,HA,Hectares,2019,0.0,0,Units,0.0
Israel,Transgenic crops,HA,Hectares,2020,0.0,0,Units,0.0
Israel,Transgenic crops,HA,Hectares,2021,0.0,0,Units,0.0
Israel,Transgenic crops,HA,Hectares,2022,0.0,0,Units,0.0
Korea,Transgenic crops,HA,Hectares,1990,0.0,0,Units,0.0
Korea,Transgenic crops,HA,Hectares,1991,0.0,0,Units,0.0
Korea,Transgenic crops,HA,Hectares,1992,0.0,0,Units,0.0
Korea,Transgenic crops,HA,Hectares,1993,0.0,0,Units,0.0
Korea,Transgenic crops,HA,Hectares,1994,0.0,0,Units,0.0
Korea,Transgenic crops,HA,Hectares,1995,0.0,0,Units,0.0
Korea,Transgenic crops,HA,Hectares,1996,0.0,0,Units,0.0
Korea,Transgenic crops,HA,Hectares,1997,0.0,0,Units,0.0
Korea,Transgenic crops,HA,Hectares,1998,0.0,0,Units,0.0
Korea,Transgenic crops,HA,Hectares,1999,0.0,0,Units,0.0
Korea,Transgenic crops,HA,Hectares,2000,0.0,0,Units,0.0
Korea,Transgenic crops,HA,Hectares,2001,0.0,0,Units,0.0
Korea,Transgenic crops,HA,Hectares,2002,0.0,0,Units,0.0
Korea,Transgenic crops,HA,Hectares,2003,0.0,0,Units,0.0
Korea,Transgenic crops,HA,Hectares,2004,0.0,0,Units,0.0
Korea,Transgenic crops,HA,Hectares,2005,0.0,0,Units,0.0
Korea,Transgenic crops,HA,Hectares,2006,0.0,0,Units,0.0
Korea,Transgenic crops,HA,Hectares,2007,0.0,0,Units,0.0
Korea,Transgenic crops,HA,Hectares,2008,0.0,0,Units,0.0
Korea,Transgenic crops,HA,Hectares,2009,0.0,0,Units,0.0
Korea,Transgenic crops,HA,Hectares,2010,0.0,0,Units,0.0
Korea,Transgenic crops,HA,Hectares,2011,0.0,0,Units,0.0
Korea,Transgenic crops,HA,Hectares,2012,0.0,0,Units,0.0
Korea,Transgenic crops,HA,Hectares,2013,0.0,0,Units,0.0
Korea,Transgenic crops,HA,Hectares,2014,0.0,0,Units,0.0
Korea,Transgenic crops,HA,Hectares,2015,0.0,0,Units,0.0
Korea,Transgenic crops,HA,Hectares,2016,0.0,0,Units,0.0
Korea,Transgenic crops,HA,Hectares,2017,0.0,0,Units,0.0
Korea,Transgenic crops,HA,Hectares,2018,0.0,0,Units,0.0
Korea,Transgenic crops,HA,Hectares,2019,0.0,0,Units,0.0
Korea,Transgenic crops,HA,Hectares,2020,0.0,0,Units,0.0
Korea,Transgenic crops,HA,Hectares,2021,0.0,0,Units,0.0
Korea,Transgenic crops,HA,Hectares,2022,0.0,0,Units,0.0
Slovak Republic,Transgenic crops,HA,Hectares,2017,0.0,0,Units,0.0
Slovak Republic,Transgenic crops,HA,Hectares,2018,0.0,0,Units,0.0
Slovak Republic,Transgenic crops,HA,Hectares,2019,0.0,0,Units,0.0
Slovak Republic,Transgenic crops,HA,Hectares,2020,0.0,0,Units,0.0
Slovak Republic,Transgenic crops,HA,Hectares,2021,0.0,0,Units,0.0
Sweden,Transgenic crops,HA,Hectares,2015,0.0,0,Units,0.0
Sweden,Transgenic crops,HA,Hectares,2016,0.0,0,Units,0.0
Sweden,Transgenic crops,HA,Hectares,2017,0.0,0,Units,0.0
Sweden,Transgenic crops,HA,Hectares,2018,0.0,0,Units,0.0
Sweden,Transgenic crops,HA,Hectares,2019,0.0,0,Units,0.0
Sweden,Transgenic crops,HA,Hectares,2020,0.0,0,Units,0.0
Sweden,Transgenic crops,HA,Hectares,2021,0.0,0,Units,0.0
Sweden,Transgenic crops,HA,Hectares,2022,0.0,0,Units,0.0
Australia,Transgenic crops,HA,Hectares,1997,100000.0,0,Units,100000.0
Australia,Transgenic crops,HA,Hectares,1998,100000.0,0,Units,100000.0
Australia,Transgenic crops,HA,Hectares,1999,100000.0,0,Units,100000.0
Australia,Transgenic crops,HA,Hectares,2000,200000.0,0,Units,200000.0
Australia,Transgenic crops,HA,Hectares,2001,200000.0,0,Units,200000.0
Australia,Transgenic crops,HA,Hectares,2002,100000.0,0,Units,100000.0
Australia,Transgenic crops,HA,Hectares,2003,100000.0,0,Units,100000.0
